video_id,channel_id,title,description,publishedAt,categoryId,viewCount,likeCount,dislikeCount,commentCount,topicId,video_title,published,video_views,video_madeforkids,video_likes,video_comment_count,video_length,video_title_clean
Y84MjrsWUwo,,,,,,,,,,,Vlad and Niki funny and useful stories for kids,2022-08-24T11:39:42Z,45359968,True,158202,0,30:2,Vlad and Niki funny and useful stories for kids
eaN-7fBPTEM,,,,,,,,,,,Niki and Chris favorite stories with little brother,2022-08-19T06:00:09Z,49943155,True,168395,0,20:49,Niki and Chris favorite stories with little brother
n8EmChK7VVQ,,,,,,,,,,,Vlad and Niki Family trip to Bahamas,2022-08-16T06:00:09Z,22872248,True,71271,0,8:6,Vlad and Niki Family trip to Bahamas
qyJvzBbA4Ok,,,,,,,,,,,Chris and mom explore childrens museum and learning center for kids,2022-08-13T06:00:15Z,11542437,True,21653,0,5:49,Chris and mom explore childrens museum and learning center for kids
pjCk-SGrjAw,,,,,,,,,,,Vlad and Niki Octonauts Toy Animals Rescue Mission,2022-08-11T06:00:10Z,11205351,True,49006,0,5:23,Vlad and Niki Octonauts Toy Animals Rescue Mission
MF47E_UPGYU,,,,,,,,,,,Chris and Mom in Farm Stories for Kids,2022-08-06T06:00:05Z,22970047,True,74597,0,10:9,Chris and Mom in Farm Stories for Kids
CZTCdYsSh_A,,,,,,,,,,,Vlad and Niki help their friends best stories for children,2022-07-31T06:00:01Z,93605282,True,265013,0,32:32,Vlad and Niki help their friends best stories for children
m82J5TXMu8U,,,,,,,,,,,Vlad and Niki Four Colors Playhouse Challenge,2022-07-29T06:00:22Z,210973254,True,842688,0,8:5,Vlad and Niki Four Colors Playhouse Challenge
UKJPX64914k,,,,,,,,,,,Vlad and Niki and stories about how important is it to be kind and honest,2022-07-27T06:00:15Z,34724364,True,152473,0,13:2,Vlad and Niki and stories about how important is it to be kind and honest
DHSNRF-555Q,,,,,,,,,,,Vlad and Niki in the Escape Room Challenge,2022-07-25T06:00:02Z,14692566,True,76640,0,4:51,Vlad and Niki in the Escape Room Challenge
IR2O462DTt8,,,,,,,,,,,Solve the Mystery Challenge with Chris and Mom,2022-07-22T06:00:08Z,11245683,True,48029,0,4:49,Solve the Mystery Challenge with Chris and Mom
_l928dd288Q,,,,,,,,,,,Educational stories for kids from Vlad and Niki,2022-07-17T06:00:10Z,65646078,True,199056,0,11:34,Educational stories for kids from Vlad and Niki
dQhjiOeUq24,,,,,,,,,,,Vlad and Mom exchanged cat and dog pets new episode for children,2022-07-12T06:00:10Z,4090379,True,12804,0,3:15,Vlad and Mom exchanged cat and dog pets new episode for children
Yy7a2LbZC0U,,,,,,,,,,,1000 Mystery Buttons and more funny challenges with Vlad and Niki,2022-07-09T06:00:12Z,76599382,True,262608,0,21:16,1000 Mystery Buttons and more funny challenges with Vlad and Niki
x4OM8MhkqjY,,,,,,,,,,,Vlad and Niki explore Summer Activities for children,2022-07-06T12:40:06Z,34982901,True,122580,0,9:29,Vlad and Niki explore Summer Activities for children
NKH9QJipu3Q,,,,,,,,,,,Chris becomes a superheroes and helps his friends,2022-06-30T17:30:40Z,7750218,True,39650,0,3:47,Chris becomes a superheroes and helps his friends
Bte2ohD9wvQ,,,,,,,,,,,Vlad and Niki 24 Hours Overnight in VAN house Challenge,2022-06-27T06:00:02Z,13075082,True,63541,0,5:52,Vlad and Niki 24 Hours Overnight in VAN house Challenge
4EBo3s3SV_U,,,,,,,,,,,Chris learns to cook food for drive thru cafe,2022-06-25T06:00:02Z,22319921,True,58570,0,4:30,Chris learns to cook food for drive thru cafe
Y-k_6uQsLrQ,,,,,,,,,,,Chris and mom learn how to harvest fruits and vegetables and feeding the animals at the farm,2022-06-22T06:00:15Z,83548477,True,291071,0,16:23,Chris and mom learn how to harvest fruits and vegetables and feeding the animals at the farm
l7SaPeZAYDI,,,,,,,,,,,All Day Yes Challenge with Vlad and Niki,2022-06-18T06:00:18Z,3147464,True,18149,0,6:17,All Day Yes Challenge with Vlad and Niki
VCkuqSq7RHk,,,,,,,,,,,Niki celebrates his 7th birthday with friends,2022-06-14T14:26:41Z,40433542,True,138499,0,7:10,Niki celebrates his 7th birthday with friends
jNqGXswNB_4,,,,,,,,,,,Chris and Mom try to find healthy ice cream in supermarket,2022-06-08T07:09:17Z,53928491,True,133787,0,4:37,Chris and Mom try to find healthy ice cream in supermarket
FvWsBV6z2jE,,,,,,,,,,,Niki becomes a pilot and saves his friends best stories for kids,2022-06-04T06:00:04Z,26835322,True,149853,0,20:40,Niki becomes a pilot and saves his friends best stories for kids
EIuW6DSP2zg,,,,,,,,,,,Niki learns to sleep alone,2022-05-30T06:00:02Z,18751196,True,90251,0,4:26,Niki learns to sleep alone
MBV6ShOAEmQ,,,,,,,,,,,Chris and Mom show how to save natural resources,2022-05-27T06:00:05Z,22538859,True,101036,0,5:12,Chris and Mom show how to save natural resources
UrNs7rJU1J8,,,,,,,,,,,Vlad and Mom story about how important to have your own opinion,2022-05-22T06:00:11Z,65941518,True,181222,0,12:25,Vlad and Mom story about how important to have your own opinion
q_9-2llsjXo,,,,,,,,,,,Chris learns to wash cars and helps his friends,2022-05-20T06:00:09Z,17074137,True,77878,0,4:13,Chris learns to wash cars and helps his friends
NAAC-IcQcSg,,,,,,,,,,,Vlad and Niki exploring a new hobby bmx bikes,2022-05-17T12:07:47Z,9397306,True,37430,0,4:44,Vlad and Niki exploring a new hobby bmx bikes
9uc1fmzsndc,,,,,,,,,,,Vlad and Niki Cinema challenge and other funny challenges for kids,2022-05-11T06:00:04Z,28144869,True,133737,0,9:19,Vlad and Niki Cinema challenge and other funny challenges for kids
bi_Fd4y0hW8,,,,,,,,,,,Chris and Mom feeding animals at the farm,2022-05-08T06:00:14Z,22262913,True,48309,0,4:44,Chris and Mom feeding animals at the farm
_BJzxA6uiM0,,,,,,,,,,,CRAZY SHOE HACKS How to Transform Old Shoes,2022-11-02T12:00:23Z,70600,False,689,43,15:7,CRAZY SHOE HACKS How to Transform Old Shoes
QvaYFBCkS7k,,,,,,,,,,,SUMMER HOUSE vs WINTER HOUSE Huge Backyard Crafts,2022-11-02T01:00:05Z,96735,False,1130,56,1:18,SUMMER HOUSE vs WINTER HOUSE Huge Backyard Crafts
c-jtKNTwwMU,,,,,,,,,,,SMART PARENTING HACKS shorts,2022-11-01T21:00:17Z,194105,False,6477,23,57,SMART PARENTING HACKS shorts
0RUFqAESIno,,,,,,,,,,,SATISFYING ART IDEAS EASY SCHOOL HACKS,2022-11-01T01:00:00Z,178644,False,1487,62,15:50,SATISFYING ART IDEAS EASY SCHOOL HACKS
ifxI-1z68j0,,,,,,,,,,,HOW TO SNEAK SNACKS INTO CLASS CRAZY WAYS TO SNEAK FOOD EVERYWHERE,2022-10-31T21:00:19Z,97721,False,732,28,17:35,HOW TO SNEAK SNACKS INTO CLASS CRAZY WAYS TO SNEAK FOOD EVERYWHERE
kAj7NwcnM7Y,,,,,,,,,,,PRICELESS TIPS FOR EASY PARENTING,2022-10-31T12:00:30Z,156419,False,874,0,10:1,PRICELESS TIPS FOR EASY PARENTING
hm8wsA1Yu1I,,,,,,,,,,,AWESOME ART IDEAS AND SCHOOL DIYS TO BOOST YOUR CREATIVITY,2022-10-31T01:00:10Z,135156,False,1556,72,1:1:17,AWESOME ART IDEAS AND SCHOOL DIYS TO BOOST YOUR CREATIVITY
fte85pzb68s,,,,,,,,,,,TOP GADGETS FOR THE BEST PARENTS EVER,2022-10-30T21:00:19Z,97510,False,912,0,15:52,TOP GADGETS FOR THE BEST PARENTS EVER
n1eGjEDnO3k,,,,,,,,,,,TOO COOL FOR SCHOOL AWESOME SCHOOL CRAFTS YOU WILL LOVE,2022-10-30T01:00:28Z,327488,False,2893,80,17:41,TOO COOL FOR SCHOOL AWESOME SCHOOL CRAFTS YOU WILL LOVE
TIxbxfIkhrE,,,,,,,,,,,EMERGENCY HACKS AND FIRSTAID TIPS FOR ALL OCCASIONS,2022-10-29T21:00:11Z,151689,False,1281,79,17:35,EMERGENCY HACKS AND FIRSTAID TIPS FOR ALL OCCASIONS
GEFlGCSOxKg,,,,,,,,,,,VIRAL SCHOOL HACKS AND CRAFTS BEST BACK TO SCHOOL IDEAS,2022-10-29T01:00:08Z,306655,False,2461,71,1:2:37,VIRAL SCHOOL HACKS AND CRAFTS BEST BACK TO SCHOOL IDEAS
Tihr6FjbYAk,,,,,,,,,,,FANTASTIC CRAFTS FOR YOUR BACKYARD How to Make Backyard Cozier,2022-10-28T21:00:14Z,239720,False,826,42,18:8,FANTASTIC CRAFTS FOR YOUR BACKYARD How to Make Backyard Cozier
ukNNBgbJJeA,,,,,,,,,,,SPOOKY MAKEUP IDEAS FOR HALLOWEEN PARTY,2022-10-28T01:00:18Z,246417,False,2236,74,17:37,SPOOKY MAKEUP IDEAS FOR HALLOWEEN PARTY
FVXX2IdJCeA,,,,,,,,,,,COOL SCIENCE TRICKS YOU CAN DO AT HOME,2022-10-27T21:00:08Z,124403,False,1271,32,15:47,COOL SCIENCE TRICKS YOU CAN DO AT HOME
ohi8W4gnwbY,,,,,,,,,,,WE MADE AN AWESOME TENT Best Camping Hacks and Crafts,2022-10-27T12:00:38Z,125690,False,1140,89,1:2:12,WE MADE AN AWESOME TENT Best Camping Hacks and Crafts
5O0tpTAK1f8,,,,,,,,,,,I MADE THESE CUTE SCHOOL CRAFTS Back To School Ideas,2022-10-26T21:00:03Z,401424,False,2561,101,10:1,I MADE THESE CUTE SCHOOL CRAFTS Back To School Ideas
YQMjr7kpK3U,,,,,,,,,,,SFX MAKEUP FOR HALLOWEEN shorts,2022-10-26T12:00:18Z,1168899,False,34347,30,57,SFX MAKEUP FOR HALLOWEEN shorts
ONaDqsUr7NE,,,,,,,,,,,HOW TO SNEAK SNACKS INTO CLASS Crazy Tricks With Food,2022-10-26T01:06:58Z,443465,False,3029,56,16:2,HOW TO SNEAK SNACKS INTO CLASS Crazy Tricks With Food
vnSTxeLMxuE,,,,,,,,,,,I BOUGHT VIRAL GADGETS FOR MY PETS BEST HACKS FOR PET OWNERS,2022-10-25T21:00:27Z,65660,False,636,30,17:6,I BOUGHT VIRAL GADGETS FOR MY PETS BEST HACKS FOR PET OWNERS
VnysTdhzvk8,,,,,,,,,,,UNUSUAL SOAP EPOXY RESIN CRAFTS Awesome DIY Jewelry and Mini Crafts,2022-10-25T01:00:12Z,665622,False,2594,106,16:13,UNUSUAL SOAP EPOXY RESIN CRAFTS Awesome DIY Jewelry and Mini Crafts
JrpXosnVMNE,,,,,,,,,,,I TRIED THESE HACKS AND GADGETS FOR SMART PARENTS,2022-10-24T21:00:16Z,251513,False,1507,0,17:12,I TRIED THESE HACKS AND GADGETS FOR SMART PARENTS
TsxsG0a_oVE,,,,,,,,,,,ADORABLE FINGER ARTS AND FUN DRAWING IDEAS,2022-10-24T03:00:52Z,444946,False,1940,64,16:15,ADORABLE FINGER ARTS AND FUN DRAWING IDEAS
SmbDNLSP2_s,,,,,,,,,,,RAINBOW ART IDEAS AND COOL SCHOOL CRAFTS,2022-10-23T21:00:08Z,152254,False,965,53,1:12,RAINBOW ART IDEAS AND COOL SCHOOL CRAFTS
3Fe3tOM7h7I,,,,,,,,,,,I TRIED THIS HACK FOR PET OWNERS Best Gadgets And DIYs For Your Pets,2022-10-23T01:00:02Z,169686,False,1642,75,16:56,I TRIED THIS HACK FOR PET OWNERS Best Gadgets And DIYs For Your Pets
5sib_3EVpAw,,,,,,,,,,,MINIATURE DOLL CRAFTS DIY Dollhouse And Little Furniture,2022-10-22T21:00:03Z,441486,False,2077,50,15:36,MINIATURE DOLL CRAFTS DIY Dollhouse And Little Furniture
M4kDfikGdhM,,,,,,,,,,,AMAZING DIY CRAFTS OUT OF RESIN CLAY 3D PEN AND GLUE GUN,2022-10-22T10:00:13Z,331629,False,2314,105,16:25,AMAZING DIY CRAFTS OUT OF RESIN CLAY 3D PEN AND GLUE GUN
KjuRM9jTo4Q,,,,,,,,,,,SCARY HALLOWEEN IDEAS I Do Extreme Kids Transformations,2022-10-22T01:00:06Z,104256,False,1133,66,9:1,SCARY HALLOWEEN IDEAS I Do Extreme Kids Transformations
75xsNC04ots,,,,,,,,,,,MY KID LOVES THESE GADGETS BEST HACKS TIPS FOR PARENTS,2022-10-21T21:00:03Z,106426,False,933,0,1:57,MY KID LOVES THESE GADGETS BEST HACKS TIPS FOR PARENTS
QJCeCxPJzd4,,,,,,,,,,,AWESOME RAINBOW CRAFTS AND SCHOOL DIYS,2022-10-21T03:00:08Z,587892,False,2991,64,16:5,AWESOME RAINBOW CRAFTS AND SCHOOL DIYS
_tMTAptrNCc,,,,,,,,,,,GENIUS MAKEUP HACKS AND BEAUTY TIPS FOR ALL OCCASIONS,2022-10-20T21:00:21Z,177169,False,1765,39,17:15,GENIUS MAKEUP HACKS AND BEAUTY TIPS FOR ALL OCCASIONS
L-15kELAOcc,,,,,,,,,,,LOVELY EPOXY CANDLE CRAFTS Link in comments,2022-10-20T12:00:12Z,437290,False,10960,38,15,LOVELY EPOXY CANDLE CRAFTS Link in comments
XNWthTQ_brw,,,,,,,,,,,STRAY CAT STORY Funny And Useful Pet Hacks And Awesome DIY Crafts,2022-10-20T08:45:08Z,173861,False,1733,43,15:34,STRAY CAT STORY Funny And Useful Pet Hacks And Awesome DIY Crafts
dymcEwYaC9c,,,,,,,,,,,SIMPLE ART IDEAS DRAWING HACKS AND PAINTING TRICKS FOR BEGINNERS,2022-10-19T21:00:27Z,199977,False,1304,60,15:19,SIMPLE ART IDEAS DRAWING HACKS AND PAINTING TRICKS FOR BEGINNERS
xltG7t2S5Ck,,,,,,,,,,,RESIN ART Amazing Jewelry And Crafts Out Of Epoxy Silicone And Metal,2022-10-19T03:00:40Z,2030654,False,2139,122,16:15,RESIN ART Amazing Jewelry And Crafts Out Of Epoxy Silicone And Metal
e1t0SYgZ8Uw,,,,,,,,,,,NOO I transformed myself into a monster shorts,2022-10-19T00:00:22Z,577979,False,17800,34,39,NOO I transformed myself into a monster shorts
jm1Ua3uYrpE,,,,,,,,,,,SMART HACKS FOR EASY PARENTING,2022-10-18T21:00:31Z,424690,False,1666,0,10:2,SMART HACKS FOR EASY PARENTING
KPDbA6XncBY,,,,,,,,,,,GADGETS VS HACKS Useful Tricks For Any Occasion,2022-10-18T06:56:08Z,325189,False,1990,47,15:29,GADGETS VS HACKS Useful Tricks For Any Occasion
a91TEQ4Qu6I,,,,,,,,,,,CUTE TIKTOK PET HACKS CLEVER GADGETS AND FUNNY CRAFTS,2022-10-18T01:11:18Z,257523,False,1738,42,15:41,CUTE TIKTOK PET HACKS CLEVER GADGETS AND FUNNY CRAFTS
wvM6SvuiHEk,,,,,,,,,,,TOO COOL FOR SCHOOL Smart DIY School Crafts And Genius Hacks,2022-10-17T01:00:17Z,633804,False,4255,145,1:4:37,TOO COOL FOR SCHOOL Smart DIY School Crafts And Genius Hacks
FPlT05VjWrc,,,,,,,,,,,CUTE MINI CRAFTS OUT OF 3D PEN GLUE GUN POLYMER CLAY AND EPOXY RESIN,2022-10-16T21:00:04Z,252967,False,1444,62,15:49,CUTE MINI CRAFTS OUT OF 3D PEN GLUE GUN POLYMER CLAY AND EPOXY RESIN
JDA_aA3AYns,,,,,,,,,,,BEST SNEAKING FOOD HACKS Funny Pranks And Ways To Hide Your Favorite Snacks,2022-10-16T01:00:06Z,202606,False,1406,61,15:47,BEST SNEAKING FOOD HACKS Funny Pranks And Ways To Hide Your Favorite Snacks
9774c5c5rQ4,,,,,,,,,,,BRILLIANT DIY JEWELRY CRAFTS Fantastic Ideas With Metal And Ordinary Objects,2022-10-15T21:00:07Z,471319,False,2049,97,15:13,BRILLIANT DIY JEWELRY CRAFTS Fantastic Ideas With Metal And Ordinary Objects
tRRRXpeSZyM,,,,,,,,,,,HOW TO BECOME THE BEST PARENT Clever Parenting Hacks And Funny DIY Crafts,2022-10-15T01:00:17Z,282569,False,1882,0,1:1:10,HOW TO BECOME THE BEST PARENT Clever Parenting Hacks And Funny DIY Crafts
_k2Mjkzl89g,,,,,,,,,,,GENIUS SCHOOL HACKS FOR ALL OCCASIONS BACK TO SCHOOL CRAFTS,2022-10-14T21:00:20Z,452751,False,1672,68,16:55,GENIUS SCHOOL HACKS FOR ALL OCCASIONS BACK TO SCHOOL CRAFTS
4jL_nqZkv-o,,,,,,,,,,,Cute Epoxy and Soap Hacks Link in comments,2022-10-14T09:00:02Z,581132,False,16039,25,15,Cute Epoxy and Soap Hacks Link in comments
Lxs4jfEu3ow,,,,,,,,,,,HOW TO SNEAK FOOD ANYWHERE YUMMY SNACK IDEAS,2022-10-14T01:00:05Z,310938,False,2213,62,17:24,HOW TO SNEAK FOOD ANYWHERE YUMMY SNACK IDEAS
CkIQJWQgP2Q,,,,,,,,,,,BEST GADGETS AND HACKS EVERY SMART PARENT SHOULD KNOW,2022-10-13T21:00:06Z,73298,False,666,0,16:45,BEST GADGETS AND HACKS EVERY SMART PARENT SHOULD KNOW
aIMkpN-q-vg,,,,,,,,,,,RAINBOW ART IDEAS AND COOL PAINTING TECHNIQUES,2022-10-13T01:00:01Z,1292610,False,7809,105,16:34,RAINBOW ART IDEAS AND COOL PAINTING TECHNIQUES
tHkHfCEsonc,,,,,,,,,,,BEST BREAKFAST IDEAS FOR KIDS Simple Delicious Recipes,2022-10-12T21:00:22Z,316122,False,1306,61,10:1,BEST BREAKFAST IDEAS FOR KIDS Simple Delicious Recipes
DHRzbCl1W_E,,,,,,,,,,,GENIUS GADGETS AND USEFUL PARENTING HACKS,2022-10-12T10:00:07Z,363676,False,2638,0,1:26,GENIUS GADGETS AND USEFUL PARENTING HACKS
_lpSCOZ1PCo,,,,,,,,,,,Justin Bieber X Free Fire Beautiful Love Free Fire Official Video,2022-09-18T13:00:18Z,2205889,False,156860,8095,3:33,Justin Bieber X Free Fire Beautiful Love Free Fire Official Video
ZMH9AMwAk34,,,,,,,,,,,Justin Bieber Don Toliver The Making of Honest Vevo Footnotes,2022-06-15T16:00:17Z,2030954,False,72916,4595,3:32,Justin Bieber Don Toliver The Making of Honest Vevo Footnotes
-78y2WW4YDA,,,,,,,,,,,shorts,2022-05-31T17:54:49Z,790410,False,50575,1208,11,shorts
UWrBS-4pSfM,,,,,,,,,,,May 13 2022,2022-05-13T16:28:59Z,845387,False,38600,780,4,May 13 2022
jur26nGiqOY,,,,,,,,,,,Justin Bieber Honest feat Don Toliver Official Lyric Video,2022-04-29T16:00:34Z,1856609,False,75520,3478,3:14,Justin Bieber Honest feat Don Toliver Official Lyric Video
n1khwOk5dN8,,,,,,,,,,,Justin Bieber Honest ft Don Toliver,2022-04-29T04:00:17Z,27515554,False,540583,30309,3:32,Justin Bieber Honest ft Don Toliver
Bv3LvcQjWlI,,,,,,,,,,,April 24 2022,2022-04-24T17:17:21Z,780748,False,58011,1391,13,April 24 2022
xVzJSUpp9L4,,,,,,,,,,,Sometimes life slaps you in the face,2022-04-15T22:32:48Z,534764,False,37155,1245,6,Sometimes life slaps you in the face
Zxxl386UQqo,,,,,,,,,,,Come into my world ,2022-04-13T16:07:59Z,376166,False,37603,1201,1:1,Come into my world 
aUqQghE4yKI,,,,,,,,,,,April 2 2022,2022-04-03T01:46:36Z,417472,False,40892,813,16,April 2 2022
DrsBNM6iqak,,,,,,,,,,,Youre my rock my Colorado,2022-03-25T17:09:59Z,553009,False,53545,1135,38,Youre my rock my Colorado
5MQzBE-KJVY,,,,,,,,,,,Justin Bieber The Justice Tour Represents Equality for ALL,2022-03-09T21:45:07Z,1160110,False,67942,3132,3:24,Justin Bieber The Justice Tour Represents Equality for ALL
kF4QRGQM2ig,,,,,,,,,,,Justin Bieber Omah Lay Attention Official Video,2022-03-04T05:00:19Z,8434538,False,323990,13530,3:8,Justin Bieber Omah Lay Attention Official Video
QrV1I0L5rqQ,,,,,,,,,,,Justin Bieber Only Thing I Ever Get For Christmas Lyric Video,2021-12-15T21:00:20Z,2325172,False,77142,2890,3:13,Justin Bieber Only Thing I Ever Get For Christmas Lyric Video
qy-1tyX9_QU,,,,,,,,,,,Justin Bieber Silent Night Lyric Video,2021-12-15T17:00:40Z,869469,False,40509,1890,2:50,Justin Bieber Silent Night Lyric Video
f5wl2uo8dGU,,,,,,,,,,,Justin Bieber Christmas Eve Lyric Video,2021-12-14T21:00:17Z,702161,False,39982,1864,3:48,Justin Bieber Christmas Eve Lyric Video
5Vjxlwjs7vc,,,,,,,,,,,The Christmas Song Chestnuts Roasting On An Open Fire Lyric Video,2021-12-14T20:00:05Z,378986,False,20771,1124,3:36,The Christmas Song Chestnuts Roasting On An Open Fire Lyric Video
k8IlIC7lasU,,,,,,,,,,,Justin Bieber Drummer Boy Lyric Video ft Busta Rhymes,2021-12-13T23:00:31Z,639268,False,41722,1958,3:46,Justin Bieber Drummer Boy Lyric Video ft Busta Rhymes
NToPWDAjeVA,,,,,,,,,,,Justin Bieber Someday At Christmas,2021-12-13T20:00:09Z,587590,False,47596,2247,2:57,Justin Bieber Someday At Christmas
X1LVouBkBMY,,,,,,,,,,,Justin Bieber Home This Christmas Lyric Video ft The Band Perry,2021-12-13T17:00:32Z,462083,False,34661,1822,3:25,Justin Bieber Home This Christmas Lyric Video ft The Band Perry
d_xYl5hpiRs,,,,,,,,,,,Justin Bieber Christmas Love,2021-12-12T17:00:13Z,8239459,False,326291,9132,3:33,Justin Bieber Christmas Love
SuY0xJ1SsKg,,,,,,,,,,,Justin Bieber The Making of Ghost Vevo Footnotes,2021-12-10T17:00:31Z,594366,False,40349,2259,3:36,Justin Bieber The Making of Ghost Vevo Footnotes
UAhGvhvcoyY,,,,,,,,,,,Wave Presents Justin Bieber An Interactive Virtual Experience,2021-11-22T23:04:27Z,1317576,False,76465,3922,32:51,Wave Presents Justin Bieber An Interactive Virtual Experience
Q7umFEPSHpU,,,,,,,,,,,JusticeWorldTour httpswwwjustinbiebermusiccomtour,2021-11-22T18:10:08Z,973169,False,71234,1268,16,JusticeWorldTour httpswwwjustinbiebermusiccomtour
w3uYy67vuH4,,,,,,,,,,,Justin Bieber and Michael D Ratner The Making of Our World A Conversation with Jason Kennedy,2021-11-08T16:47:31Z,642262,False,38119,2187,3:10,Justin Bieber and Michael D Ratner The Making of Our World A Conversation with Jason Kennedy
nh5b7cH8a5U,,,,,,,,,,,The other night was crazy,2021-11-04T16:07:54Z,503613,False,48837,1253,16,The other night was crazy
RGVEGOMPCEw,,,,,,,,,,,Justin Bieber Rockin Around The Christmas Tree Audio,2021-10-29T04:00:18Z,1389506,False,80426,5168,2:13,Justin Bieber Rockin Around The Christmas Tree Audio
vYnXM2hxVYc,,,,,,,,,,,Justin Bieber Ghost Behind The Scenes,2021-10-18T17:01:13Z,1466980,False,95520,3043,3:7,Justin Bieber Ghost Behind The Scenes
pmYNY-rBh00,,,,,,,,,,,Justin Bieber Ghost Lyric Video,2021-10-14T16:00:20Z,1324165,False,72763,4113,2:34,Justin Bieber Ghost Lyric Video
v3azSDnBWIc,,,,,,,,,,,Justin Bieber Justice Official Live Performances Vevo,2021-10-13T16:00:27Z,7499995,False,133589,6333,13:30,Justin Bieber Justice Official Live Performances Vevo
kPaCGHDyfhw,,,,,,,,,,,Justin Bieber Angels Speak ft Poo Bear Visualizer,2021-10-08T04:00:31Z,2929455,False,92052,5109,3:52,Justin Bieber Angels Speak ft Poo Bear Visualizer
lu87waNNWlY,,,,,,,,,,,Justin Bieber Red Eye Visualizer ft TroyBoi,2021-10-08T04:00:12Z,7516731,False,159613,6735,3:8,Justin Bieber Red Eye Visualizer ft TroyBoi
Fp8msa5uYsc,,,,,,,,,,,Justin Bieber Ghost,2021-10-08T04:00:10Z,194538988,False,2738072,96403,3:33,Justin Bieber Ghost
HSaba23uce0,,,,,,,,,,,Justin Bieber Hailey Visualizer,2021-10-08T04:00:04Z,6966300,False,233821,10655,3:14,Justin Bieber Hailey Visualizer
HFxqtUNPMws,,,,,,,,,,,Justin Bieber Our World Official Trailer,2021-10-01T16:23:49Z,1523921,False,133761,8428,2:,Justin Bieber Our World Official Trailer
cQOAsuw_F6Y,,,,,,,,,,,Justin Bieber Ghost Live From The MTV VMAs 2021,2021-09-16T17:54:58Z,7353259,False,244878,8115,2:37,Justin Bieber Ghost Live From The MTV VMAs 2021
K2SpP0u8qA4,,,,,,,,,,,Justin Bieber The Kid LAROI STAY Live From The MTV VMAs 2021,2021-09-16T17:54:39Z,14934341,False,373030,7995,2:23,Justin Bieber The Kid LAROI STAY Live From The MTV VMAs 2021
esLKaIh4nr0,,,,,,,,,,,Experience Justin Bieber Like Never Before In Dolby Atmos ,2021-09-12T23:45:00Z,1150746,False,101277,6480,3:26,Experience Justin Bieber Like Never Before In Dolby Atmos 
F1kwDu7mLTw,,,,,,,,,,,Dont Go Justin Bieber Skrillex Justin Bieber Don Toliver Official Visualizer,2021-08-24T17:29:26Z,5514871,False,229389,9328,2:48,Dont Go Justin Bieber Skrillex Justin Bieber Don Toliver Official Visualizer
HvCuQOUndgE,,,,,,,,,,,Essence Remix WizKid  feat Justin Bieber Tems Lyric Video,2021-08-18T22:08:08Z,5504309,False,132787,5534,4:24,Essence Remix WizKid  feat Justin Bieber Tems Lyric Video
J41JVFDc4B0,,,,,,,,,,,Justin Bieber The Kid LAROI Stay Montage,2021-07-12T16:00:26Z,12444314,False,410602,9249,2:47,Justin Bieber The Kid LAROI Stay Montage
1DFkluPS4JI,,,,,,,,,,,Justin Bieber Somebody Live from iHeart Radios Wango Tango 2021,2021-07-01T15:00:15Z,3290406,False,110286,4688,3:6,Justin Bieber Somebody Live from iHeart Radios Wango Tango 2021
_fthgObi-Ro,,,,,,,,,,,Justin Bieber Peaches Live from iHeart Radios Wango Tango 2021,2021-07-01T15:00:12Z,8910916,False,243372,6896,3:1,Justin Bieber Peaches Live from iHeart Radios Wango Tango 2021
Lzdc6YzruAk,,,,,,,,,,,Justin Bieber Love You Different Live from iHeart Radios Wango Tango 2021,2021-07-01T15:00:09Z,5568456,False,123205,4315,2:43,Justin Bieber Love You Different Live from iHeart Radios Wango Tango 2021
NgxphTU1mA4,,,,,,,,,,,Justin Bieber Hold On Live from iHeart Radios Wango Tango 2021,2021-07-01T15:00:06Z,1869639,False,75467,2824,2:56,Justin Bieber Hold On Live from iHeart Radios Wango Tango 2021
yZ2mytHtlpk,,,,,,,,,,,Justin Bieber Peaches Masterkraft Remix ft Alpha P Omah Lay,2021-06-25T04:28:44Z,1266059,False,76958,6968,3:15,Justin Bieber Peaches Masterkraft Remix ft Alpha P Omah Lay
WOnkozBboi4,,,,,,,,,,,Justin Bieber Justin Bieber Somebody Live from the 2021 Juno Awards,2021-06-07T19:18:52Z,5832906,False,173671,9611,3:6,Justin Bieber Justin Bieber Somebody Live from the 2021 Juno Awards
oZOU306yv2g,,,,,,,,,,,Justin Bieber Peaches Remix ft Ludacris Usher Snoop Dogg,2021-06-07T04:00:05Z,7368123,False,292800,17310,3:50,Justin Bieber Peaches Remix ft Ludacris Usher Snoop Dogg
ea9ExLiqczk,,,,,,,,,,,Justin Bieber Peaches Hold On Live On The Voice 2021,2021-05-27T17:33:27Z,7680721,False,227391,9635,4:22,Justin Bieber Peaches Hold On Live On The Voice 2021
4FDmH922dDA,,,,,,,,,,,Justin Bieber Unstable Live from Paris,2021-04-13T23:36:16Z,7836637,False,178985,6110,2:26,Justin Bieber Unstable Live from Paris
p1ZNAHZGGhw,,,,,,,,,,,We Are All Different What Does the Animal Look Like  Farm Animals Songs Pinkfong Kids Songs,2022-11-02T23:00:18Z,3230,True,33,0,3:,We Are All Different What Does the Animal Look Like  Farm Animals Songs Pinkfong Kids Songs
HIGcFrWMNdc,,,,,,,,,,,Pinkfongs got new glasses shorts,2022-11-02T12:00:13Z,148416,True,0,0,11,Pinkfongs got new glasses shorts
